0.001000 	0.083886 	1.000715 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.002000 	0.476374 	1.392295 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.003000 	0.316740 	0.840492 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.004000 	0.301885 	0.985041 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.005000 	0.304870 	1.003150 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.006000 	0.329746 	1.024922 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.007000 	0.324402 	0.995462 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.008000 	0.303414 	0.978391 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.009000 	0.303232 	0.999375 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.010000 	0.318248 	1.014952 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.011000 	0.309525 	0.991477 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.012000 	0.302074 	0.992815 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.013000 	0.319275 	1.017911 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.014000 	0.310352 	0.990186 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.015000 	0.322931 	1.013184 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.016000 	0.324125 	1.001519 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.017000 	0.306541 	0.981966 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.018000 	0.303291 	0.996761 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.019000 	0.305531 	1.002154 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.020000 	0.306759 	1.001257 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.021000 	0.311243 	1.004441 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.022000 	0.325883 	1.016175 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.023000 	0.325887 	0.999215 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.024000 	0.319447 	0.993475 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.025000 	0.327035 	1.007657 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.026000 	0.342342 	1.015371 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.027000 	0.312379 	0.969975 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.028000 	0.333464 	1.020885 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.029000 	0.313492 	0.980767 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
0.030000 	0.331961 	1.018468 	0.000095 	99.999732 	-0.301356 	0.100569 	0.143149 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
